HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
4003,Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Leptolucania,ommata,Pygmy killifish,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
4004,Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Lucania,goodei,Bluefin killifish,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
4005,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,Mosquitofish,90,90,,,,,,,,,,3,,unknown,medium,acceptable,,,,,,"44,24,54,524"
4006,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Guppy,,74,,,,,,,,,,5,454,wild,medium,acceptable,0.07,0.8,,,,"29,79,89,91,00,10,11,00,00,00,00,00,00,00,00,00,00,00,000"
4007,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poeciliopsis,occidentalis,Gila topminnow,,,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,454
4008,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Xiphophorus,hellerii,Green swordtail,304,304,,,,,,,,,,5,1464,captivity,small,questionable,,,,,,"45,41,464"
4009,Animalia,Chordata,Teleostei,Elopiformes,Megalopidae,Megalops,atlanticus,Tarpon,3102,3650,,,,,,,,88550,,55,22,wild,medium,acceptable,,,,,,"22,454"
4010,Animalia,Chordata,Teleostei,Elopiformes,Megalopidae,Megalops,cyprinoides,Oxeye,,,,,,,,,,9900,,44,1,wild,medium,acceptable,,,,,,"1,454"
4011,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,lucius,Northern pike,1116,889,,,,,,,,15620,,30,454,wild,medium,acceptable,,,,,,454
4012,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,masquinongy,Muskellunge,1825,1460,,,,,,,,17490,,30,454,wild,medium,acceptable,,,,,,454
4013,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,niger,Chain pickerel,912,912,,,,,,,,2337.5,,9,454,wild,medium,acceptable,,,,,,454
4014,Animalia,Chordata,Teleostei,Esociformes,Umbridae,Dallia,pectoralis,Alaska blackfish,912,912,,,,,,,,201.3,,8,454,wild,medium,acceptable,,,,,,454
4015,Animalia,Chordata,Teleostei,Esociformes,Umbridae,Umbra,limi,Central mudminnow,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
4016,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Boreogadus,saida,Arctic cod,,912,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
4017,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Brosme,brosme,Cusk,3285,3285,,,,,,,,16500,,20,454,wild,medium,acceptable,,,,,,454
4018,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Ciliata,mustela,Fivebeard rockling,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4019,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Eleginus,gracilis,Saffron cod,912,912,,,,,,,,605,,12,454,wild,medium,acceptable,,,,,,454
4020,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Enchelyopus,cimbrius,Fourbeard rockling,1095,1095,,,,,,,,,,9,454,wild,medium,acceptable,,,,,,454
4021,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadiculus,argenteus,Silvery pout,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4022,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,chalcogrammus,Alaska pollock,1277,1095,,,,,,,,770,,15,454,wild,medium,acceptable,,,,,,454
4023,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,macrocephalus,Pacific cod,1514,,,,,,,,,12485,,18,454,wild,medium,acceptable,,,,,,454
4024,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,morhua,Atlantic cod,790,778,,,,,,,,52800,,25,454,wild,medium,acceptable,,,,,,"4,54,585"
4025,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,ogac,Greenland cod,1277,1277,,,,,,,,,,12,454,wild,medium,acceptable,,,,,,454
4026,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Lota,lota,Burbot,1460,1095,,,,,,,,18700,,20,454,wild,medium,acceptable,,,,,,454
4027,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,aeglefinus,Haddock,602,620,,,,,,,,9240,,20,454,wild,medium,acceptable,,,,,,"4,54,585"
4028,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,merlangus,English whiting,730,730,,,,,,,,1700,,20,454,wild,medium,acceptable,,,,,,454
4029,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Micromesistius,poutassou,Blue whiting,602,602,,,,,,,,456.5,,20,454,wild,medium,acceptable,,,,,,"4,54,585"
4030,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Molva,dypterygia,Blue ling,3650,3650,,,,,,,,16500,,25,454,wild,medium,acceptable,,,,,,"4,54,585"
4031,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Molva,macrophthalma,Mediterranean ling,,,,,,,,,,,,20,454,wild,medium,acceptable,,,,,,454
4032,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Phycis,blennoides,Greater forkbeard,,,,,,,,,,1947,,20,454,wild,medium,acceptable,,,,,,454
4033,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,pollachius,European pollock,,,,,,,,,,9955,,8,454,wild,medium,acceptable,,,,,,454
4034,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,virens,Pollock,730,839,,,,,,,,17600,,25,454,wild,medium,acceptable,,,,,,"4,54,520"
4035,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,esmarkii,Norway pout,693,693,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
4036,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,luscus,Pout whiting,365,730,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
4037,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Urophycis,tenuis,Mud hake,510,510,,,,,,,,11550,,23,454,wild,medium,acceptable,,,,,,"4,54,584"
4038,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Albatrossia,pectoralis,Giant grenadier,,,,,,,,,,,,56,22,wild,medium,acceptable,,,,,,"22,454"
4039,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,acrolepis,Roughscale rattail,,,,,,,,,,,,73,22,wild,medium,acceptable,,,,,,"22,454"
4040,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,rupestris,Rock grenadier,3650,,,,,,,,,929.5,,54,454,wild,medium,acceptable,,,,,,454
4041,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Macrourus,berglax,Onion-eye grenadier,5402,,,,,,,,,,,25,454,wild,medium,acceptable,,,,,,454
4042,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Macrourus,carinatus,Ridge scaled rattail,,,,,,,,,,,,19,454,wild,medium,acceptable,,,,,,454
4043,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,Blue grenadier,2007,1642,,,,,,,,825,,25,454,wild,medium,acceptable,,,,,,454
4044,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,australis,Southern hake,2859,2615,,,,,,,,,,30,454,wild,medium,acceptable,,,,,,454
4045,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,bilinearis,Silver hake,602,602,,,,,,,,1265,,12,454,wild,medium,acceptable,,,,,,454
4046,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,gayi,Chilean hake,730,730,,,,,,,,,,13,454,wild,medium,acceptable,,,,,,"4,54,585"
4047,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,merluccius,European hake,1095,1095,,,,,,,,8250,,20,454,wild,medium,acceptable,,,,,,"4,54,585"
4048,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,productus,North pacific hake,1277,1460,,,,,,,,654.5,,15,454,wild,medium,acceptable,,,,,,"4,54,585"
4049,Animalia,Chordata,Teleostei,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,Fourspine stickleback,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4050,Animalia,Chordata,Teleostei,Gasterosteiformes,Gasterosteidae,Culaea,inconstans,Brook stickleback,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
4051,Animalia,Chordata,Teleostei,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,Alaskan stickleback,,,,,,,,,,,,8,1,wild,medium,acceptable,,,,,,"1,86,11,200"
4052,Animalia,Chordata,Teleostei,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,Ninespine stickleback,547,547,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
4053,Animalia,Chordata,Teleostei,Gasterosteiformes,Hypoptychidae,Hypoptychus,dybowskii,Korean sandeel,,,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,454
4054,Animalia,Chordata,Teleostei,Gasterosteiformes,Syngnathidae,Hippocampus,erectus,"Lined seahorse, or Hudson sea horse",273,273,,,,,,,,,,4.7,583,captivity,large,acceptable,,,,,,"4,54,583"
4055,Animalia,Chordata,Teleostei,Gasterosteiformes,Syngnathidae,Hippocampus,guttulatus,Sea horse,,,,,,,,,,,,6,520,captivity,small,acceptable,,,,,,520
4056,Animalia,Chordata,Teleostei,Gasterosteiformes,Syngnathidae,Hippocampus,whitei,White's seahorse,,,,,,,,,,,,5,1139,wild,medium,acceptable,,,,,,1139
4057,Animalia,Chordata,Teleostei,Gasterosteiformes,Syngnathidae,Hippocampus,zosterae,Dwarf seahorse,118,118,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,454
4058,Animalia,Chordata,Teleostei,Gasterosteiformes,Syngnathidae,Syngnathus,scovelli,Gulf pipefish,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4059,Animalia,Chordata,Teleostei,Gonorynchiformes,Chanidae,Chanos,chanos,Milkfish,2372,2281,,,,,,,,7700,,15,454,wild,medium,acceptable,,,,,,454
4060,Animalia,Chordata,Teleostei,Gonorynchiformes,Kneriidae,Kneria,auriculata,Airbreathing shellear,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4061,Animalia,Chordata,Teleostei,Gymnotiformes,Electrophoridae,Electrophorus,electricus,Electric eel,,,,,,,,,,,,12.6,1,captivity,small,acceptable,,,,,,1
4062,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,americanus,Goosefish,,,,,,,,,,12430,,30,454,wild,medium,acceptable,,,,,,"4,54,584"
4063,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,budegassa,Black-bellied angler,1460,1460,,,,,,,,,,21,454,wild,medium,acceptable,,,,,,"4,54,585"
4064,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,piscatorius,Anglerfish,1642,1642,,,,,,,,31735,,24,454,wild,medium,acceptable,,,,,,454
4065,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,vomerinus,Cape monk,,,,,,,,,,,,11,454,wild,medium,acceptable,,,,,,454
4066,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Aldrichetta,forsteri,Yellow-eye mullet,912,912,,,,,,,,522.5,,7,454,wild,medium,acceptable,,,,,,454
4067,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Chelon,labrosus,Thicklipped mullet,1095,1095,,,,,,,,2475,,25,454,wild,medium,acceptable,,,,,,454
4068,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Liza,ramado,Thinlip mullet,1277,1277,,,,,,,,1595,,10,454,wild,medium,acceptable,,,,,,454
4069,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,cephalus,Striped mullet,730,730,,,,,,,,4400,,16,454,wild,medium,acceptable,,,,,,454
4070,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Benthosema,glaciale,Glacier lanterfish,912,912,,,,,,,,,,8,454,wild,medium,acceptable,,,,,,454
4071,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,risso,Chubby flashlightfish,,,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,454
4072,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctodes,hectoris,Hector's lanternfish,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4073,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,Northern lampfish,,,,,,,,,,,,8,1,wild,medium,acceptable,,,,,,1
4074,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Genypterus,blacodes,Australian rockling,,,,,,,,,,13750,,30,454,wild,medium,acceptable,,,,,,454
4075,Animalia,Chordata,Teleostei,Osmeriformes,Alepocephalidae,Alepocephalus,bairdii,Baird's smoothhead,,,,,,,,,,,,38,454,wild,medium,acceptable,,,,,,454
4076,Animalia,Chordata,Teleostei,Osmeriformes,Argentinidae,Argentina,elongata,Silverside,,,,,,,,,,,,16,454,wild,medium,acceptable,,,,,,454
4077,Animalia,Chordata,Teleostei,Osmeriformes,Argentinidae,Argentina,silus,Atlantic argentine,2190,2555,,,,,,,,,,35,454,wild,medium,acceptable,,,,,,"4,54,585"
4078,Animalia,Chordata,Teleostei,Osmeriformes,Galaxiidae,Galaxiella,nigrostriata,Black-stripe minnow,,,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,454
4079,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Hypomesus,olidus,Pond smelt,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
4080,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Hypomesus,pretiosus,Surf smelt,547,547,,,,,,,,,,5,1,wild,medium,acceptable,,,,,,"1,454"
4081,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Mallotus,villosus,Capelin,1095,1095,,,,,,,,,,10,1,wild,medium,acceptable,,,,,,"1,45,45,24,585"
4082,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Osmerus,eperlanus,Smelt,730,730,,,,,,,,,,10,454,wild,medium,acceptable,,,,,,454
4083,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Osmerus,mordax,Rainbow smelt,,,,,,,,,,,,7,1,wild,medium,acceptable,,,,,,1
4084,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Plecoglossus,altivelis,Ayu,,,,,,,,,,,,3,,unknown,medium,acceptable,,,,,,"45,45,16,524"
4085,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Spirinchus,thaleichthys,Longfin smelt,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4086,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Thaleichthys,pacificus,Eulachon,912,912,,,,,,,,,,5,1,wild,medium,acceptable,,,,,,"1,454"
4087,Animalia,Chordata,Teleostei,Osmeriformes,Retropinnidae,Prototroctes,maraena,Australian grayling,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
4088,Animalia,Chordata,Teleostei,Osmeriformes,Retropinnidae,Retropinna,semoni,Australian smelt,365,365,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
4089,Animalia,Chordata,Teleostei,Osteoglossiformes,Hiodontidae,Hiodon,alosoides,Goldeye,,,,,,,,,,946,,14,454,wild,medium,acceptable,,,,,,454
4090,Animalia,Chordata,Teleostei,Osteoglossiformes,Hiodontidae,Hiodon,tergisus,Mooneye,,,,,,,,,,498.85,,10,454,wild,medium,acceptable,,,,,,454
4091,Animalia,Chordata,Teleostei,Osteoglossiformes,Mormyridae,Mormyrus,rume,Mormyrids,,,,,,,,,,2915,,6,454,wild,medium,acceptable,,,,,,454
4092,Animalia,Chordata,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,isidori,Mormyrid,,,,,,,,,,4,,29,1,wild,medium,acceptable,,,,,,"14,54,520"
4093,Animalia,Chordata,Teleostei,Osteoglossiformes,Notopteridae,Xenomystus,nigri,African knifefish,,,,,,,,,,,,11.4,520,captivity,medium,acceptable,,,,,,520
4094,Animalia,Chordata,Teleostei,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,Arawana,,,,,,,,,,2530,,6.5,1,wild,medium,acceptable,,,,,,"1,454"
4095,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,hexapterus,Pacific sand lance,912,912,,,,,,,,,,8,1,wild,medium,acceptable,,,,,,"1,454"
4096,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,marinus,Sand eel,912,912,,,,,,,,,,10,454,wild,medium,acceptable,,,,,,454
4097,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,tobianus,Lesser sand eel,547,547,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
4098,Animalia,Chordata,Teleostei,Perciformes,Anabantidae,Anabas,testudineus,Climbing perch,,,,,,,,,,,,8,583,captivity,small,acceptable,,,,,,583
4099,Animalia,Chordata,Teleostei,Perciformes,Anabantidae,Ctenopoma,kingsleyae,Miss Kingsley's climbing perch,,,,,,,,,,68.75,,8.7,583,captivity,small,acceptable,,,,,,"4,54,583"
4100,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,georgianus,Australian ruff,1095,1095,,,,,,,,440,,7,454,wild,medium,acceptable,,,,,,454
4101,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,trutta,Australian salmon,,,,,,,,,,5170,,26,454,wild,medium,acceptable,,,,,,454
4102,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,truttacea,Western Australian salmon,1551,1551,,,,,,,,5775,,9,454,wild,medium,acceptable,,,,,,454
4103,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Lipophrys,pholis,Shanny,,,,,,,,,,,,10,454,wild,medium,acceptable,,,,,,454
4104,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Omobranchus,punctatus,Muzzled blenny,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
4105,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Parablennius,gattorugine,Tompot blenny,,,,,,,,,,,,5,583,captivity,small,acceptable,,,,,,583
4106,Animalia,Chordata,Teleostei,Perciformes,Bramidae,Brama,brama,Atlantic pomfret,,,,,,,,,,3300,,9,454,wild,medium,acceptable,,,,,,454
4107,Animalia,Chordata,Teleostei,Perciformes,Bramidae,Taractichthys,steindachneri,Sickle pomfret,,,,,,,,,,6050,,8,454,wild,medium,acceptable,,,,,,454
4108,Animalia,Chordata,Teleostei,Perciformes,Callionymidae,Callionymus,lyra,European dragonet,,,,,,,,,,,,7,520,wild,medium,acceptable,,,,,,520
4109,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Caranx,crysos,Blue runner,,,,,,,,,,2777.5,,11,454,wild,medium,acceptable,,,,,,454
4110,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Pseudocaranx,dentex,White trevally,,,,,,,,,,9955,,49,454,wild,medium,acceptable,,,,,,454
4111,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,declivis,Greenback horse mackerel,1186,1186,,,,,,,,,,25,454,wild,medium,acceptable,,,,,,454
4112,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,japonicus,Japanese jack mackerel,,,,,,,,,,363,,,,unknown,small,low,,,,,,454
4113,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,murphyi,Inca scad,,,,,,,,,,,,16,454,wild,medium,acceptable,,,,,,454
4114,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,novaezelandiae,Yellowtail horse mackerel,1277,1277,,,,,,,,,,25,454,wild,medium,acceptable,,,,,,454
4115,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,symmetricus,Jack mackerel,,,,,,,,,,,,30,520,wild,medium,acceptable,,,,,,520
4116,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Acantharchus,pomotis,Mud sunfish,,,,,,,,,,,,8,440,unknown,small,questionable,,,,,,440
4117,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Ambloplites,rupestris,Rock bass,,,,,,,,,,824,,18,,unknown,medium,acceptable,,,,,,"4,42,45,45,20,524"
4118,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Archoplites,interruptus,Sacramento perch,,,,,,,,,,792,,6,454,wild,medium,acceptable,,,,,,454
4119,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Centrarchus,macropterus,Flier,,,,,,,,,,308,,5,454,wild,medium,acceptable,,,,,,454
4120,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,auritus,Redbreast sunfish,,,,,,,,,,467.25,,8,454,wild,medium,acceptable,,,,,,"44,24,54,520"
4121,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,cyanellus,Green sunfish,,,,,,,,,,529,,9,1,wild,medium,acceptable,,,,,,"14,42,454"
4122,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,macrochirus,Bluegill,,,,,,,,,,1181.25,,10,1,wild,medium,acceptable,,,,,,"14,42,454"
4123,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,marginatus,Dollar sunfish,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
4124,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,megalotis,Longear sunfish,,,,,,,,,,434.5,,6,454,wild,medium,acceptable,,,,,,454
4125,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,microlophus,Redear sunfish,,,,,,,,,,121,,7,454,wild,medium,acceptable,,,,,,454
4126,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,symmetricus,Bantam sunfish,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4127,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,dolomieu,Smallmouth bass,2007,2007,,,,,,,,2975.5,,26,454,wild,medium,acceptable,,,,,,454
4128,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,punctulatus,Spotted bass,,,,,,,,,,2557,,7,454,wild,medium,acceptable,,,,,,454
4129,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,salmoides,Largemouth bass,1642,1277,,,,,,,,5527.5,,23,1,wild,medium,acceptable,,,,,,"14,42,454"
4130,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Pomoxis,annularis,White crappie,,,,,,,,,,1292.5,,10,1,wild,medium,acceptable,,,,,,"1,454"
4131,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,Black crappie,,,,,,,,,,1496,,15,454,wild,medium,acceptable,,,,,,454
4132,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Hyperoglyphe,antarctica,Antarctic butterfish,2281,2281,,,,,,,,33000,,15,454,wild,medium,acceptable,,,,,,454
4133,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Seriolella,brama,Whario,1277,1277,,,,,,,,2200,,15,454,wild,medium,acceptable,,,,,,454
4134,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Seriolella,porosa,Silver warehou,,,,,,,,,,,,15,454,wild,medium,acceptable,,,,,,454
4135,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Centropomus,undecimalis,Common snook,1460,1460,,,,,,,,13365,,7,454,wild,medium,acceptable,,,,,,454
4136,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Lates,niloticus,Snook,912,,,,,,,,,110000,,7.8,454,wild,medium,acceptable,,,,,,"4,54,520"
4137,Animalia,Chordata,Teleostei,Perciformes,Chaetodontidae,Chaetodon,lineolatus,Lined butterflyfish,,,,,,,,,,,,10,1,wild,medium,acceptable,,,,,,1
4138,Animalia,Chordata,Teleostei,Perciformes,Chaetodontidae,Chelmon,rostratus,Longnosed butterflyfish,,,,,,,,,,,,10,1,wild,medium,acceptable,,,,,,1
4139,Animalia,Chordata,Teleostei,Perciformes,Chaetodontidae,Forcipiger,flavissimus,Longnose butterflyfish,,,,,,,,,,,,18,1,wild,medium,acceptable,,,,,,1
4140,Animalia,Chordata,Teleostei,Perciformes,Cheilodactylidae,Cheilodactylus,spectabilis,Brownbanded morwong,,,,,,,,,,,,59,454,wild,medium,acceptable,,,,,,454
4141,Animalia,Chordata,Teleostei,Perciformes,Cheilodactylidae,Nemadactylus,macropterus,Tarakihi,1825,1825,,,,,,,,,,50,454,wild,medium,acceptable,,,,,,454
4142,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Cichlasoma,bimaculatum,Black acara,,,,,,,,,,,,20,454,wild,medium,acceptable,,,,,,454
4143,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Cichlasoma,facetum,Chanchito,,,,,,,,,,,,10,454,wild,medium,acceptable,,,,,,454
4144,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Herichthys,cyanoguttatum,Rio Grande cichlid,,,,,,,,,,,,5,520,captivity,small,acceptable,,,,,,520
4145,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,andersonii,Three spotted tilapia,1460,1460,,,,,,,,2590.5,,13,454,wild,medium,acceptable,,,,,,454
4146,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,esculentus,Singida tilapia,,,,,,,,,,,,10,454,wild,medium,acceptable,,,,,,454
4147,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mortimeri,Kariba tilapia,,,,,,,,,,,,8,454,wild,medium,acceptable,,,,,,454
4148,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,Mozambique mouth-breeder,171,293,,,,,,,,621.5,,11,454,wild,medium,acceptable,,,,,,454
4149,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,niloticus,Nile tilapia,,,,,,,,,,2400,,9,454,wild,medium,acceptable,,,,,,454
4150,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Pseudocrenilabrus,philander,Southern mouthbrooder,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
4151,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,codringtonii,Green happy,,,,,,,,,,1215.5,,7,454,wild,medium,acceptable,,,,,,454
